"c1","c2","c3","m1","m2","m3","n1","n2","n3","p1","p2","p3"
9.97246608284859,73.0570472301932,12.4178949922789,-6.29492612689572,-43.2411280511878,-1.80586249977159,0.459073274170308,73.9214445384982,3.66301083080694,12.0801994844864,97.6200583986938,1.20188974775374
-1.70087085218199,68.4274445391387,12.2916883032303,-3.76865333632953,-43.3852231241763,0.513091237883042,0.388041802724,68.9347161725149,2.73419352149497,6.30020709803057,98.6811362430453,-0.343972437083721
-5.76404567494298,69.5162260634394,12.4382627366576,-3.93641926841319,-43.4963748790324,-5.44022220574225,0.667155992486229,67.6729392249053,4.50495974273005,11.4777075964085,97.1900634188205,1.0676741246134
8.32209280035111,71.8741152937919,12.1661330163479,-12.8590760708693,-43.5785596012138,-0.710290432773366,0.456756935808136,76.8726767072608,3.11183681500825,9.84953330383312,98.0532920747064,1.24553492618725
-1.46830792393203,68.6098137791715,12.4566316872369,-2.22483595716799,-44.0816131890751,1.38446011361776,0.914914547764627,68.0649425578577,5.10169767190005,13.2338324979318,97.950153441634,-4.82827737601474
0.602919088814624,68.620329087315,12.5128047359176,-3.26212353283776,-44.4933722820133,-10.2180580871501,0.83564489256461,68.9959423981958,5.21017879235701,9.39283621795323,97.2796049099416,-0.936596361920238
5.58991756069998,69.469108785276,12.5911599248648,-5.98319708134548,-43.3471327191219,-3.18796002669777,0.654586392888708,73.6309919141195,4.07479738003244,17.1633300665092,97.8900494696572,-4.49773604143411
12.3860206816188,69.2289291167942,12.8643208385911,-7.63179747897324,-44.4961558203213,0.0270137098189263,0.697079093691528,64.3151903948857,4.55056459440089,13.0701348783242,98.112707125023,2.34510016255081
0.338692957822701,71.3969326099114,12.9901663991623,-3.95646399610859,-43.6151790837757,0.149203835132127,0.406862977781128,66.2973439055542,2.81873267242136,12.2369874142803,98.525404935237,-2.9260438461788
-3.40449191098669,70.4828649880237,12.5027235723101,-4.95009307025071,-43.8311645779759,-2.94245242562432,0.00866791355984878,67.6536933890882,1.02798141173488,14.2400863119372,98.6652691154741,1.71708401059732
10.284616893139,71.6044728315353,12.7981475463603,-5.35651611112089,-43.107086146716,-6.13302610851982,0.396874841974513,67.9902905281887,3.31645612789253,7.23194571344756,97.7431791303679,1.36027414631099
-2.85548332495975,70.2807958228622,12.7412009022664,-4.72421824792559,-44.5068155163899,-1.95508192878649,0.740685549170873,73.4761529740044,4.31602397080821,12.8372086490308,98.9703928921372,3.95095504447818
-5.75730768666236,67.6033239969457,12.3584571667016,-5.29576269068609,-44.4421196798794,2.42252812664017,0.880491543515195,68.1743478811472,5.36619466942167,15.1243609470347,97.3086617169902,-5.04859043750912
-0.810032129694072,72.4598122681619,12.324934825534,-1.83591569452425,-43.3116163318045,-3.33433632584007,0.996160810222047,73.206105735377,6.16028977254442,11.4018259857687,97.0128499222919,-1.99803934153169
9.01134580152756,69.942303759639,12.7359956391156,-4.50772836517532,-43.8385077421553,-4.43074078386084,0.346869996042487,70.4357361447983,1.83641192853372,14.4255058313593,97.2939344854094,-4.0322250793688
13.5345990717265,69.6601550780118,12.1544585558586,-1.21960887253038,-43.5341393970884,-1.88123542270177,0.665091674015454,61.771868681445,3.48066570232614,15.5005793715349,97.1141599528491,-0.112631920725107
8.43694166761974,72.5101748451183,12.3523618765175,-5.27101581812614,-43.5093056317419,-7.14651578242982,0.809861066354433,68.1022882193935,6.11686802620868,13.5973416747991,97.9550153533928,-2.33207329781726
2.83821387814543,72.9642555260801,12.821796634933,-1.16072357026735,-43.1635520663112,-4.66944885020447,0.708177718099392,64.7350267853274,3.64463164969742,12.1862850245668,97.687018152792,-4.39850625162944
0.0343103739840345,67.9886763166204,12.7108236332424,-6.85733394343207,-44.3133726092055,0.0605510526672561,0.187949235302713,68.8285338810179,2.46903814354345,6.38269072410769,97.7698193956167,-2.09549247287214
4.06834306951021,70.1299438036566,12.2746359102894,-3.27773604335985,-43.8909633960575,2.74514464435797,0.249263172624458,74.8169539306934,1.39149212223792,13.5981777254267,98.9792738053948,-2.1625310331583
8.87042658479572,71.2676589427696,12.0301318867132,-4.3534363646003,-44.1931479196064,-6.8573729674005,0.515092251079272,67.3301292573187,2.47923208002468,8.91313473810801,98.7403407278471,-2.7659320239909
3.58277015924978,68.9118498044877,12.3558886789251,-3.29078376274673,-44.8539346228354,-0.672325651052857,0.172552800215354,65.6238279322049,1.65898752396939,7.40900344581935,98.2515673590824,-0.527600158937275
3.67427068516256,74.6759608996138,12.3023901453707,-3.81973414370908,-43.2584719774313,-9.32607546378794,0.821677574845551,67.0022114858626,5.03638792959,5.76844287355624,97.0569154582918,1.60596219450235
-0.232543609169485,68.3608433096062,12.1890578407329,-4.98293076026235,-44.0145806437358,-13.1805116782076,0.102148846498673,68.8063799140094,1.61715824881218,5.4938392022565,98.6980597316287,-2.53802882181481
6.60325897130067,77.1035878419941,12.9809237183072,-3.16370373095937,-43.6212940299883,-4.7244307722989,0.0954093354123192,70.0275113515665,0.767729912198153,16.2778562779702,98.4974111751653,-0.764192204456776
10.703946758206,74.1940975757746,12.7364036231302,-5.43098060488473,-44.0000561289489,-7.44034633288358,0.538715389781576,70.5189411813983,3.4858921132157,11.0926503780348,98.6003451868892,3.21545322425663
0.927525614963381,70.0255719875092,12.5684425442014,-9.69250298003329,-44.3563866410404,-0.425081597269344,0.273943252579653,68.8429407259363,2.51579799098164,7.95826286867861,97.5315188509412,-4.47699133073911
4.83543948057308,69.063283105279,12.6580886635929,-6.36985222036382,-44.1867647352628,-8.93263592162981,0.655257092010476,67.7571509828019,4.95704238800399,8.09681046190589,98.3303210930899,0.355916173197329
11.7539488546883,73.0688808833265,12.4299417184666,-9.22377356247466,-44.0804786011577,-2.23787883795918,0.736360125526,75.2719953530373,4.55463952345233,9.3949437294452,98.1975778336637,-4.2831968315877
8.90143842839633,71.3766084941931,12.0521293303464,-4.58156308807604,-43.1211057514884,-4.03942624040143,0.793999643570511,67.6675426518833,5.16836404105049,12.9375316832123,97.6428677332588,0.496547747869045
8.38578204172491,67.9696582556399,12.0040096438024,-4.07918777636667,-44.1809724457562,-9.36923575783197,0.496571383563073,73.0886751517263,2.88481156292953,10.1428754410617,97.9255351279862,0.896860043052584
10.7700148537728,69.5997368621634,12.5458198923152,-7.75063341604193,-44.1657487079501,-2.97705803210916,1.03022159160093,71.8079415061641,6.04557400976101,6.91792482769461,98.4231222355738,1.06768884044141
