"TNA","c1","c2","c3","m1","m2","m3","n1","n2","n3","p1","p2","p3"
-0.189295889060391,0.124775293896031,70.7419667928486,12.1775453139562,-3.43342704581265,-43.721829989925,0.385337994527944,0.160099915581756,73.9493791640582,1.19583697739866,7.80314086813178,97.1608861419372,-0.997134369332343
2.14429713000587,14.9530407570745,72.2554811855453,12.8582660260145,-6.78661152536568,-43.9356370549649,-1.61900704093058,0.467148167108834,71.1824985939361,3.40990302503945,11.7580573368355,98.5232128887437,-2.19306167820469
2.70669371114018,14.4252232409888,73.2031822934068,12.9924260324333,-6.30815493922205,-43.8915051240474,-6.75914386264721,0.432734734436368,64.6378964192496,3.8318783012949,11.7419834206078,97.2895427816547,2.2467720718123
1.3858375922895,9.7476847888882,74.6509715233748,12.7066818792373,-9.55266874464787,-44.5773934186436,-8.69015840778354,0.983933581545404,71.8384267871614,6.16300554683303,10.1926642115176,98.2822259739041,-3.15910684689879
-0.316910713611376,6.16957941786242,76.0195958026607,12.1521484616678,-3.07641786631155,-43.3589344304055,-4.71104686024992,0.729166717538541,70.6586585904795,3.67352919131602,10.438819138199,97.8099503181875,-0.632657401263714
1.22442962156166,7.02110786616418,70.027185631361,12.4862458673306,-5.38280508113021,-43.7332691615447,-10.8471947723963,0.414280831913936,71.4488516854367,2.97820322028978,11.7620930820495,97.0699139907956,0.368308149278164
1.78120637123901,8.63281465990382,68.1240860788852,12.6375724959653,-1.77890452624664,-43.8175119832158,-10.3475145271825,0.64838136862251,74.9509531549939,3.8933506119891,16.2437940330802,97.0505381375551,-2.23355436325073
3.0411325929941,-3.45399863322999,67.521693219457,12.6702582160942,-4.22427147326545,-43.9800832192414,-8.17594206373572,-0.0208968838917737,66.4666688394585,0.0546747082324856,10.4248068366987,98.9035192527808,3.02864981861785
2.68616341128958,11.326007837834,69.5171216257818,12.7674532481469,-5.15051702436285,-44.4947343752719,-5.40530506154187,0.501905687366205,72.3701391187589,1.95606618968827,7.53535916484124,98.0550092421472,1.51669618301094
3.14384860402722,11.4477758024092,69.4815118860711,12.9568122308701,-4.73373369759259,-44.2309282775968,0.0328855637884692,1.0877337793186,70.5271851659452,6.27076259598666,9.62887782302116,98.8599504232407,-1.35968454182148
